State,City,Practice Area,Firm Name,Latitude,Longitude
California,Orange County,Labor & Employment,CDF Labor Law LLP,33.7175,-117.8311
California,Berkeley,Intellectual Property,Cherian LLP,37.8715,-122.273
California,Fresno,Litigation: General Commercial,"Coleman & Horowitt, LLP",36.783,-119.7939
California,Los Angeles,Corporate/Commercial,"Concord Legal Group, PC",34.1141,-118.4068
California,San Francisco,Litigation: General Commercial,Conrad|Metlitzky|Kane LLP,37.7558,-122.4449
California,Los Angeles,Tax,"De Castro, West, Chodorow, Mendler & Glickfeld, Inc",34.1141,-118.4068
California,Sacramento,Corporate/Commercial,Delfino Madden O’Malley Coyle & Koewler LLP,38.5677,-121.4685
California,Sacramento,Labor & Employment,Delfino Madden O’Malley Coyle & Koewler LLP,38.5677,-121.4685
California,Los Angeles,Litigation: General Commercial,Doll Amir & Eley,34.1141,-118.4068
California,Los Angeles,Media & Entertainment,Early Sullivan Wright Gizer & McRae LLP,34.1141,-118.4068
California,Los Angeles,Insurance,Engstrom Lipscomb & Lack,34.1141,-118.4068
California,Walnut Creek,Environment,Environmental General Counsel PC,37.9101,-122.0652
California,Orange County,Products Liability,Evans Fears Schuttert McNulty Mickus,33.7175,-117.8311
California,Orange County,Litigation: General Commercial,Ferguson Braswell Fraser Kubasta,33.7175,-117.8311
California,San Diego,Litigation: General Commercial,Fitzgerald Knaier LLP,32.8313,-117.1222
California,Los Angeles,Corporate/Commercial,Fogel & Potamianos LLP,34.1141,-118.4068
California,Los Angeles,Corporate/Commercial,Foundation Law Group,34.1141,-118.4068
California,Los Angeles,White-Collar Crime & Government Investigations,Foundation Law Group,34.1141,-118.4068
California,Los Angeles,Bankruptcy/Restructuring,"Frandzel Robins Bloom & Csato, L.C.",34.1141,-118.4068
California,San Francisco,Startups & Emerging Companies,Free Vector Law Group P.C.,37.7558,-122.4449
California,Los Angeles,Litigation: General Commercial,Frost LLP,34.1141,-118.4068
California,Berkeley,Environment,"Greenfire Law, PC",37.8715,-122.273
California,Los Angeles,White-Collar Crime & Government Investigations,Halpern May Ybarra Gelberg,34.1141,-118.4068
California,Los Angeles,Media & Entertainment,Harder Stonerock LLP,34.1141,-118.4068
California,San Francisco,Trusts & Estates,"Harrington Law, P.C.",37.7558,-122.4449
California,Orinda,Trusts & Estates,Hartog Baer Zabronsky,37.8771,-122.1797
California,Silicon Valley,Insurance,"Hess • Bower • Adams-Hess, PC",37.3875,-122.0575
California,Silicon Valley,Litigation: General Commercial,Hoge Fenton Jones & Appel,37.3875,-122.0575
California,Fresno,Insurance,Hoppe Law,36.783,-119.7939
California,San Francisco,Startups & Emerging Companies,Inventus Law,37.7558,-122.4449
California,San Diego,Intellectual Property,"IPLA, LLP",32.8313,-117.1222
California,San Francisco,Trusts & Estates,JKZ LLP,37.7558,-122.4449
California,Los Angeles,Labor & Employment,Kabat Chapman & Ozmer LLP,34.1141,-118.4068
California,San Francisco,Securities Litigation,Kaufhold Gaskin LLP,37.7558,-122.4449
California,Oakland,Products Liability,"Kazan, McClain, Satterley & Greenwood",37.8044,-122.2712
California,Los Angeles,Transportation,"Keesal, Young & Logan PC",34.1141,-118.4068
California,Los Angeles,Securities Litigation,"Keesal, Young & Logan PC",34.1141,-118.4068
California,Sacramento,Healthcare,Kennaday Leavitt PC,38.5677,-121.4685
California,Los Angeles,Real Estate,Kennerly Lamishaw & Rossi LLP,34.1141,-118.4068
California,Los Angeles,Antitrust,Kesselman Brandtly Stockinger LLP,34.1141,-118.4068
California,Los Angeles,Litigation: General Commercial,Kibler Fowler & Cave LLP,34.1141,-118.4068
California,Los Angeles,Media & Entertainment,"King, Holmes, Paterno & Soriano, LLP",34.1141,-118.4068
California,Silicon Valley,Intellectual Property,Kramer Alberti,37.3875,-122.0575
California,San Francisco,Intellectual Property,Kwun Bhansali Lazarus LLP,37.7558,-122.4449
California,San Francisco,Litigation: General Commercial,Kwun Bhansali Lazarus LLP,37.7558,-122.4449
California,Silicon Valley,Intellectual Property,KXT Law,37.3875,-122.0575
California,Los Angeles,Trusts & Estates,Lagerlof LLP,34.1141,-118.4068
California,San Francisco,Transportation,"Law Offices of McGuinn, Hillsman & Palefsky",37.7558,-122.4449
California,San Francisco,Labor & Employment,"Law Offices of McGuinn, Hillsman & Palefsky",37.7558,-122.4449
California,San Diego,Antitrust,Law Offices of William A. Markham P.C.,32.8313,-117.1222
California,San Francisco,Litigation: General Commercial,Lewis & Llewellyn LLP,37.7558,-122.4449
California,Los Angeles,Artifical Intelligence,Lex Lumina LLP,34.1141,-118.4068
California,Los Angeles,Intellectual Property,Lex Lumina LLP,34.1141,-118.4068
California,Los Angeles,FinTech,"Lindgren, Lindgren, Oehm & You LLP",34.1141,-118.4068
California,Los Angeles,Media & Entertainment,Liner Freedman Taileman + Cooley LLP,34.1141,-118.4068
California,Oakland,Litigation: General Commercial,London & Naor,37.8044,-122.2712
California,Los Angeles,Intellectual Property,Lowenstein & Weathermax LLP,34.1141,-118.4068
California,Orange County,Franchising,"Luther Lanard, PC",33.7175,-117.8311
California,Los Angeles,Healthcare,Mann Legal Team,34.1141,-118.4068
California,Silicon Valley,Litigation: General Commercial,McManis Faulkner,37.3875,-122.0575
California,San Diego,Immigration,Mehlman Jacobs LLP,32.8313,-117.1222
California,Los Angeles,International Trade,"Meshkat Law, P.C.",34.1141,-118.4068
California,Orange County,Artifical Intelligence,Metaverse Law,33.7175,-117.8311
California,Oakland,Real Estate,Meyers Nave,37.8044,-122.2712
California,Oakland,Environment,Meyers Nave,37.8044,-122.2712
California,Silicon Valley,Construction,Miller Morton Caillat & Nevis,37.3875,-122.0575
California,San Diego,Antitrust,Mogin Law LLP,32.8313,-117.1222
California,Orange County,Franchising,Mortenson Taggart LLP,33.7175,-117.8311
California,Orange County,Litigation: General Commercial,Mortenson Taggart LLP,33.7175,-117.8311
California,Orange County,Real Estate,Murphy & Evertz,33.7175,-117.8311
California,Oakland,Immigration,Nadia Yakoob & Associates,37.8044,-122.2712
California,San Francisco,International Trade,"Nakachi Eckhardt & Jacobson, P.C.",37.7558,-122.4449
California,Orange County,Litigation: General Commercial,Newmeyer & Dillion,33.7175,-117.8311
California,San Diego,Energy & Projects,Rector Law Office,32.8313,-117.1222
California,San Francisco,Litigation: General Commercial,Rosen Bien Galvan & Grufeld LLP,37.7558,-122.4449
California,Los Angeles,Intellectual Property,Russ August & Kabat,34.1141,-118.4068
California,San Francisco,Artifical Intelligence,SankerIP,37.7558,-122.4449
California,Los Angeles,Labor & Employment,"Scali Rasmussen, PC",34.1141,-118.4068
California,Los Angeles,Franchising,"Scali Rasmussen, PC",34.1141,-118.4068
California,San Francisco,Environment,Sher Edling LLP,37.7558,-122.4449
California,Silicon Valley,Artifical Intelligence,Silicon Valley Law Group,37.3875,-122.0575
California,Los Angeles,Mergers & Acquisitions,Sklar Kirsh,34.1141,-118.4068
California,Los Angeles,Litigation: General Commercial,Sklar Kirsh,34.1141,-118.4068
California,Los Angeles,Real Estate,Sklar Kirsh,34.1141,-118.4068
California,San Francisco,Startups & Emerging Companies,"SPZ Legal, P.C.",37.7558,-122.4449
California,San Francisco,Real Estate,SSL Law Firm,37.7558,-122.4449
California,San Diego,Trusts & Estates,"Sullivan, McGibbons, Crickard & Associates",32.8313,-117.1222
California,Los Angeles,White-Collar Crime & Government Investigations,Summa LLP,34.1141,-118.4068
California,San Diego,Real Estate,"Sunridge Legal, LLP",32.8313,-117.1222
California,San Diego,Energy & Projects,"Sunridge Legal, LLP",32.8313,-117.1222
California,Orange County,Tax,Taylor Nelson Amitrano LLP,33.7175,-117.8311
California,Silicon Valley,Trusts & Estates,"Temmerman, Cilley, Kohlmann & Norcia, LLP",37.3875,-122.0575
California,Silicon Valley,Intellectual Property,Tensegrity Law Group,37.3875,-122.0575
California,San Diego,Litigation: General Commercial,The Law Office of Gino D. Serpe,32.8313,-117.1222
California,San Rafael,International Trade,The Law Offices of George R. Tuttle,37.9735,-122.5311
California,Oakland,Litigation: General Commercial,The Norton Law Firm,37.8044,-122.2712
California,Los Angeles,Construction,Theodora Oringher PC,34.1141,-118.4068
California,Los Angeles,Sports Law,Theodora Oringher PC,34.1141,-118.4068
California,Orange County,Litigation: General Commercial,Thomas Whitelaw,33.7175,-117.8311
California,San Diego,Intellectual Property,Torrey Pines Law Group,32.8313,-117.1222
California,San Mateo,Intellectual Property,Turner Boyd Seraphine,37.563,-122.3255
California,Orange County,Intellectual Property,Umberg/Zipser,33.7175,-117.8311
California,Los Angeles,White-Collar Crime & Government Investigations,"Umhofer, Mitchell & King LLP",34.1141,-118.4068
California,San Francisco,Real Estate,Valence LLP,37.7558,-122.4449
California,Walnut Creek,Tax,Vallejo | Antolin | Agarwal | Kanter LLP,37.9101,-122.0652
California,Silicon Valley,Intellectual Property,"Van Pelt, Yi & James LLP",37.3875,-122.0575
California,Sacramento,Mergers & Acquisitions,Weintraub Tobin Chediak Coleman Grodin Law Corporation.,38.5677,-121.4685
California,Los Angeles,Litigation: General Commercial,Willenken LLP,34.1141,-118.4068
California,Orange County,Immigration,Wilner & O'Reilly,33.7175,-117.8311
California,Orange County,Bankruptcy/Restructuring,"Winthrop Golubow Hollander, LLP",33.7175,-117.8311
California,San Francisco,Tax,Wood LLP,37.7558,-122.4449
California,San Francisco,Litigation: General Commercial,Ad Astra Law Group,37.7558,-122.4449
California,Los Angeles,Mergers & Acquisitions,Albrecht Law,34.1141,-118.4068
California,Silicon Valley,Intellectual Property,"Amin, Turocy & Watson, LLP",37.3875,-122.0575
California,Orange County,Intellectual Property,"Barceló, Harrison & Walker, LLP",33.7175,-117.8311
California,Burlingame,Trusts & Estates,Barulich Dugoni Suttmann & Cummins Law Group,37.5779,-122.3481
California,Los Angeles,Real Estate,BDG Law Group,34.1141,-118.4068
California,Orange County,Sports Law,"Bober, Peterson & Koby, LLP",33.7175,-117.8311
California,Los Angeles,Intellectual Property,Bocchieri & Lachuk,34.1141,-118.4068
California,Orange County,Intellectual Property,Brown Wegner LLP,33.7175,-117.8311
California,Los Angeles,Litigation: General Commercial,Brown White & Osborn LLP,34.1141,-118.4068
California,Los Angeles,Intellectual Property,BYRON | RAPHAEL LLP,34.1141,-118.4068
California,San Francisco,Intellectual Property,Crown LLP,37.7558,-122.4449
California,Los Angeles,Intellectual Property,Doniger / Burroughs,34.1141,-118.4068
California,Los Angeles,Litigation: General Commercial,Dovel & Luner,34.1141,-118.4068
California,Orange County,Intellectual Property,Friedland Cianfrani LLP,33.7175,-117.8311
California,Los Angeles,Litigation: General Commercial,Garrett & Tully,34.1141,-118.4068
California,Orange County,Bankruptcy/Restructuring,Golden Goodrich LLP,33.7175,-117.8311
California,San Francisco,Litigation: General Commercial,Grellas Shah LLP,37.7558,-122.4449
California,Los Angeles,Mergers & Acquisitions,Hahn & Hahn LLP,34.1141,-118.4068
California,Los Angeles,Intellectual Property,Hankin Patent Law,34.1141,-118.4068
California,Los Angeles,Litigation: General Commercial,"Hill, Farrer & Burill LLP",34.1141,-118.4068
California,Los Angeles,Real Estate,"Hill, Farrer & Burill LLP",34.1141,-118.4068
California,San Diego,Securities Litigation,"Johnson Fistel, LLP",32.8313,-117.1222
California,Los Angeles,Intellectual Property,"Juris Law Group, P.C.",34.1141,-118.4068
California,Los Angeles,Insurance,Kantor & Kantor LLP,34.1141,-118.4068
California,Los Angeles,Intellectual Property,Keats Gatien LLP,34.1141,-118.4068
California,San Francisco,Healthcare,"Kessenick Gamma, LLP",37.7558,-122.4449
California,Silicon Valley,Intellectual Property,Kim & Stewart LLP,37.3875,-122.0575
California,Los Angeles,Healthcare,"Kohler Health Law, PC",34.1141,-118.4068
California,Los Angeles,Intellectual Property,Kubota & Basol LLP,34.1141,-118.4068
California,Los Angeles,Labor & Employment,Landegger Verano & Davis,34.1141,-118.4068
California,Los Angeles,White-Collar Crime & Government Investigations,Law Offices of Melissa A. Weinberger,34.1141,-118.4068
California,Los Angeles,Litigation: General Commercial,Lesnick Prince Pappas & Alverson LLP,34.1141,-118.4068
California,Los Angeles,Bankruptcy/Restructuring,Lesnick Prince Pappas & Alverson LLP,34.1141,-118.4068
California,San Francisco,Real Estate,Lubin Olson,37.7558,-122.4449
California,Los Angeles,Litigation: General Commercial,Mancini & Shenk LLP,34.1141,-118.4068
California,Los Angeles,Media & Entertainment,Modo Law,34.1141,-118.4068
California,Los Angeles,Media & Entertainment,Peter Law Group,34.1141,-118.4068
California,Los Angeles,Labor & Employment,Pine Tillett LLP,34.1141,-118.4068
California,San Francisco,Intellectual Property,Pranger Law PC,37.7558,-122.4449
California,San Francisco,Litigation: General Commercial,Putterman | Yu | Wang LLP,37.7558,-122.4449
California,San Francisco,Labor & Employment,Renne Public Law Group,37.7558,-122.4449
California,San Diego,Securities Litigation,Robbins LLP,32.8313,-117.1222
California,Los Angeles,Transportation,Roberts & Kehagiaras LLP,34.1141,-118.4068
California,Los Angeles,Litigation: General Commercial,"Rosen Saba, LLP",34.1141,-118.4068
California,Orange County,Litigation: General Commercial,"Ross, Wolcott, Teinert & Prout LLP",33.7175,-117.8311
California,Los Angeles,Media & Entertainment,"Rufus-Isaacs, Acland & Grantham LLP",34.1141,-118.4068
California,San Francisco,Intellectual Property,SankerIP,37.7558,-122.4449
California,Los Angeles,Real Estate,Shumener | Odson | Oh LLP,34.1141,-118.4068
California,Los Angeles,Litigation: General Commercial,Skiermont Derby LLP,34.1141,-118.4068
California,Silicon Valley,Intellectual Property,STLG Law Firm,37.3875,-122.0575
California,Los Angeles,Real Estate,"Sullivan Workman & Dee, LLP",34.1141,-118.4068
California,San Francisco,Intellectual Property,Tectonic Law,37.7558,-122.4449
California,Los Angeles,Litigation: General Commercial,Theodora Oringher PC,34.1141,-118.4068
California,Orange County,Intellectual Property,Thomas Whitelaw,33.7175,-117.8311
California,San Francisco,Intellectual Property,Tyz Law Group,37.7558,-122.4449
California,Los Angeles,Litigation: General Commercial,Valle Makoff LLP,34.1141,-118.4068
California,San Francisco,Intellectual Property,Warren Kash Warren,37.7558,-122.4449
California,Los Angeles,Litigation: General Commercial,Warren Terzian LLP,34.1141,-118.4068
California,Orange County,White-Collar Crime & Government Investigations,"Wiechert, Munk & Goldstein, PC",33.7175,-117.8311
California,Los Angeles,Real Estate,"Wolf Wallenstein, PC",34.1141,-118.4068
California,Sacramento,Environment,Kronick Moskovitz Tiedemann & Girard,38.5677,-121.4685
Illinois,Chicago,Litigation: General Commercial,Actuate Law LLC,41.8375,-87.6866
Illinois,Chicago,Startups & Emerging Companies,AllRise Legal Counsel,41.8375,-87.6866
Illinois,Chicago,Corporate/Commercial,AnchorPoint Legal Partners PLLC,41.8375,-87.6866
Illinois,Chicago,Intellectual Property,"Arch & Lake, LLP",41.8375,-87.6866
Illinois,Chicago,Litigation: General Commercial,"Arnett Law Group, LLC",41.8375,-87.6866
Illinois,Chicago,Litigation: General Commercial,Aronberg Goldgehn Davis & Garmisa,41.8375,-87.6866
Illinois,Chicago,Labor & Employment,"Asher, Gittler & D'Alba, Ltd",41.8375,-87.6866
Illinois,Chicago,Transportation,BartlettChen LLC,41.8375,-87.6866
Illinois,Chicago,Labor & Employment,"BCM Law, P.C.",41.8375,-87.6866
Illinois,Chicago,Real Estate,"Boodell & Domanskis, LLC",41.8375,-87.6866
Illinois,Chicago,Corporate/Commercial,"Boodell & Domanskis, LLC",41.8375,-87.6866
Illinois,Chicago,White-Collar Crime & Government Investigations,Bragança Law LLC,41.8375,-87.6866
Illinois,Chicago,Corporate/Commercial,"Buckley Fine, LLC",41.8375,-87.6866
Illinois,Chicago,Real Estate,Burke Warren McKay & Serritella PC,41.8375,-87.6866
Illinois,Chicago,Mergers & Acquisitions,Burke Warren McKay & Serritella PC,41.8375,-87.6866
Illinois,Chicago,Nonprofit Law,C3 Legal,41.8375,-87.6866
Illinois,Chicago,Antitrust,Cafferty Clobes Meriwether & Sprengel LLP,41.8375,-87.6866
Illinois,Chicago,Litigation: General Commercial,Cafferty Clobes Meriwether & Sprengel LLP,41.8375,-87.6866
Illinois,Chicago,Franchising,Carmen D. Caruso Law Firm,41.8375,-87.6866
Illinois,Chicago,Intellectual Property,Chapman Spingola LLP,41.8375,-87.6866
Illinois,Chicago,Litigation: General Commercial,Chapman Spingola LLP,41.8375,-87.6866
Illinois,Chicago,Litigation: General Commercial,Chen Law Firm LTD,41.8375,-87.6866
Illinois,Chicago,Nonprofit Law,Chicago Law Partners,41.8375,-87.6866
Illinois,Chicago,Insurance,Christensen Hsu Sipes LLP,41.8375,-87.6866
Illinois,Chicago,Personal Injury,Clifford Law Offices,41.8375,-87.6866
Illinois,Chicago,Immigration,Coleman Immigration,41.8375,-87.6866
Illinois,Chicago,Intellectual Property,Cook Alex,41.8375,-87.6866
Illinois,Chicago,Products Liability,Cremer Law LLC,41.8375,-87.6866
Illinois,Chicago,Labor & Employment,"Dowd, Bloch, Bennett, Cervone, Auerbach & Yokich LLP",41.8375,-87.6866
Illinois,Chicago,Construction,Downey & Lenkov LLC,41.8375,-87.6866
Illinois,Chicago,Corporate/Commercial,Dressler Peters,41.8375,-87.6866
Illinois,Chicago,Bankruptcy/Restructuring,Dressler Peters,41.8375,-87.6866
Illinois,Chicago,Immigration,Dworsky Law Firm,41.8375,-87.6866
Illinois,Chicago,Corporate/Commercial,"Eckhart, Chodash & Strohmeier LLC",41.8375,-87.6866
Illinois,Chicago,Litigation: General Commercial,EDELSON PC.,41.8375,-87.6866
Illinois,Chicago,Real Estate,"Elizabeth L. Carter, Esq., LLC",41.8375,-87.6866
Illinois,Chicago,Food & Beverage,"Eric F. Greenberg, P.C.",41.8375,-87.6866
Illinois,Chicago,Litigation: General Commercial,Esbrook P.C.,41.8375,-87.6866
Illinois,Chicago,Labor & Employment,Feis Goldy,41.8375,-87.6866
Illinois,Chicago,Mergers & Acquisitions,Ferguson Corporate Law LTD,41.8375,-87.6866
Illinois,Chicago,Transportation,Fletcher & Sippel LLC,41.8375,-87.6866
Illinois,Chicago,Insurance,Foran Glennon Palandech Ponzi & Rudloff PC,41.8375,-87.6866
Illinois,Chicago,Litigation: General Commercial,Forde & O'Meara LLP,41.8375,-87.6866
Illinois,Chicago,Corporate/Commercial,Formeller & Formeller LLP,41.8375,-87.6866
Illinois,Chicago,Government Relations,Georges & Synowiecki Ltd,41.8375,-87.6866
Illinois,Chicago,Immigration,Getech Law LLC,41.8375,-87.6866
Illinois,Chicago,Intellectual Property,Getech Law LLC,41.8375,-87.6866
Illinois,Chicago,Litigation: General Commercial,Gingold Legal,41.8375,-87.6866
Illinois,Chicago,White-Collar Crime & Government Investigations,Glozman Law,41.8375,-87.6866
Illinois,Chicago,Litigation: General Commercial,Golan Christie Taglia LLP,41.8375,-87.6866
Illinois,Chicago,Litigation: General Commercial,Goodman Tovrov Hardy & Johnson,41.8375,-87.6866
Illinois,Chicago,Real Estate,GoodSmith Gregg & Unruh LLP,41.8375,-87.6866
Illinois,Chicago,Litigation: General Commercial,GoodSmith Gregg & Unruh LLP,41.8375,-87.6866
Illinois,Chicago,Tax,Gordon Law,41.8375,-87.6866
Illinois,Chicago,Fintech,Gordon Law,41.8375,-87.6866
Illinois,Chicago,Intellectual Property,"Greer, Burns & Crain, LTD.",41.8375,-87.6866
Illinois,Chicago,Corporate/Commercial,Gutnicki LLP,41.8375,-87.6866
Illinois,Chicago,Litigation: General Commercial,Gutnicki LLP,41.8375,-87.6866
Illinois,Chicago,Intellectual Property,Hanley Flight & Zimmerman,41.8375,-87.6866
Illinois,Chicago,Antitrust,Hart McLaughlin & Eldridge,41.8375,-87.6866
Illinois,Chicago,Litigation: General Commercial,Hart McLaughlin & Eldridge,41.8375,-87.6866
Illinois,Chicago,Litigation: General Commercial,"Henderson Parks, LLC",41.8375,-87.6866
Illinois,Chicago,Trusts & Estates,Hoogendoorn & Talbot LLP,41.8375,-87.6866
Illinois,Chicago,Immigration,"Jarecki Law Group, LLC",41.8375,-87.6866
Illinois,Chicago,Intellectual Property,"Keener and Associates, P.C.",41.8375,-87.6866
Illinois,Chicago,Municipal Law,Klein Thorpe & Jenkins Ltd,41.8375,-87.6866
Illinois,Chicago,Real Estate,Kovitz Shifrin Nesbit,41.8375,-87.6866
Illinois,Chicago,Bankruptcy/Restructuring,Lakelaw,41.8375,-87.6866
Illinois,Chicago,Labor & Employment,"Lázaro Law Group, LLC",41.8375,-87.6866
Illinois,Chicago,Intellectual Property,Lee Sullivan Shea & Smith LLP,41.8375,-87.6866
Illinois,Chicago,Tax,"Legamaro Banipal, LLP",41.8375,-87.6866
Illinois,Chicago,Mergers & Acquisitions,"Legamaro Banipal, LLP",41.8375,-87.6866
Illinois,Chicago,White-Collar Crime & Government Investigations,Leinenweber Daffada & Sansonetti,41.8375,-87.6866
Illinois,Chicago,Intellectual Property,Lempia Summerfield Katz LLC,41.8375,-87.6866
Illinois,Chicago,Trusts & Estates,Levin Schreder & Carey,41.8375,-87.6866
Illinois,Chicago,Insurance,Lindemann Miller Bowen LLP,41.8375,-87.6866
Illinois,Chicago,Insurance,Lindsay Pickett & Postel LLC,41.8375,-87.6866
Illinois,Chicago,Litigation: General Commercial,"Lipe Lyons Murphy Nahrstadt & Pontikis, Ltd.",41.8375,-87.6866
Illinois,Chicago,Corporate/Commercial,Litwin Kach LLP,41.8375,-87.6866
Illinois,Chicago,Litigation: General Commercial,"Loftus & Eisenberg, Ltd",41.8375,-87.6866
Illinois,Chicago,Construction,"Lyman & Nielsen, LLC",41.8375,-87.6866
Illinois,Chicago,Mergers & Acquisitions,Masuda Funai,41.8375,-87.6866
Illinois,Belleville,Corporate/Commercial,Mathis Marifian & Richter Ltd,38.5201,-89.983
Illinois,Chicago,Immigration,McEntee Law Group,41.8375,-87.6866
Illinois,Chicago,Immigration,Meltzer Hellrung LLC,41.8375,-87.6866
Illinois,Chicago,Real Estate,Meltzer Purtill & Stelle LLC,41.8375,-87.6866
Illinois,Champaign,Real Estate,Meyer Capel,40.1164,-88.2434
Illinois,Chicago,Transportation,Mohan Groble Scolaro,41.8375,-87.6866
Illinois,Chicago,Insurance,Nielsen Zehe & Antas PC,41.8375,-87.6866
Illinois,Chicago,Intellectual Property,Norvell IP llc,41.8375,-87.6866
Illinois,Chicago,Startups & Emerging Companies,Orman Williams LLP,41.8375,-87.6866
Illinois,Chicago,International Trade,"Page Fura, P.C.",41.8375,-87.6866
Illinois,Chicago,Personal injury,Passen Powell Jenkins,41.8375,-87.6866
Illinois,Chicago,Real Estate,"Patzik, Frank & Samotny Ltd.",41.8375,-87.6866
Illinois,Chicago,Real Estate,Pedersen & Houpt,41.8375,-87.6866
Illinois,Chicago,Insurance,"Pellis Law Group, LLP",41.8375,-87.6866
Illinois,Chicago,Litigation: General Commercial,"Pellis Law Group, LLP",41.8375,-87.6866
Illinois,Chicago,Litigation: General Commercial,Pilgrim Christakis LLP,41.8375,-87.6866
Illinois,Chicago,Litigation: General Commercial,Polales Horton & Leonardi LLP,41.8375,-87.6866
Illinois,Chicago,Government Relations,Reyes Kurson,41.8375,-87.6866
Illinois,Chicago,Litigation: General Commercial,Roeser Tanner & Graham LLC,41.8375,-87.6866
Illinois,Chicago,Intellectual Property,Rosario Tech Law,41.8375,-87.6866
Illinois,Chicago,Fintech,Rosario Tech Law,41.8375,-87.6866
Illinois,Chicago,Media & Entertainment,Saper Law,41.8375,-87.6866
Illinois,Chicago,Labor & Employment,Scharf Banks Marmor LLC,41.8375,-87.6866
Illinois,Chicago,Litigation: General Commercial,Scharf Banks Marmor LLC,41.8375,-87.6866
Illinois,Chicago,Litigation: General Commercial,Schoenberg Finkel Beederman Bell Glazer LLC (SFBBG),41.8375,-87.6866
Illinois,Chicago,Corporate/Commercial,"Scott & Kraus, LLC",41.8375,-87.6866
Illinois,Chicago,Corporate/Commercial,"Simpson Dattilo, LLC",41.8375,-87.6866
Illinois,Chicago,Real Estate,"Simpson Dattilo, LLC",41.8375,-87.6866
Illinois,Chicago,Litigation: General Commercial,Sinars Slowikowski,41.8375,-87.6866
Illinois,Chicago,Labor & Employment,Smith O'Callaghan & White,41.8375,-87.6866
Illinois,Chicago,Litigation: General Commercial,Sweeney Scharkey LLC,41.8375,-87.6866
Illinois,Chicago,Intellectual Property,Swidler Law Group,41.8375,-87.6866
Illinois,Chicago,Food & Beverage,Swidler Law Group,41.8375,-87.6866
Illinois,Chicago,Energy & Natural Resources,The Law Office of John Ratnaswamy LLC,41.8375,-87.6866
Illinois,Chicago,Litigation: General Commercial,The Patterson Law Firm,41.8375,-87.6866
Illinois,Chicago,Labor & Employment,The Prinz Law Firm,41.8375,-87.6866
Illinois,Chicago,Real Estate,The Sterling Law Office,41.8375,-87.6866
Illinois,Chicago,Trusts & Estates,"Torch Law, P.C.",41.8375,-87.6866
Illinois,Chicago,Personal injury,TorHoerman Law LLC,41.8375,-87.6866
Illinois,Chicago,Intellectual Property,TottisLaw,41.8375,-87.6866
Illinois,Chicago,Intellectual Property,Upadhye Tang LLP,41.8375,-87.6866
Illinois,Chicago,Food & Beverage,Upadhye Tang LLP,41.8375,-87.6866
Illinois,Chicago,Intellectual Property,"Vitale, Vickrey, Niro, Solon & Gasey LLP",41.8375,-87.6866
Illinois,Chicago,Litigation: General Commercial,"Vitale, Vickrey, Niro, Solon & Gasey LLP",41.8375,-87.6866
Illinois,Chicago,Nonprofit Law,Wagenmaker & Oberly LLC,41.8375,-87.6866
Illinois,Chicago,Insurance,Walker Wilcox Matousek LLP,41.8375,-87.6866
Illinois,Chicago,Antitrust,Wexler Boley & Elgersma LLP,41.8375,-87.6866
Illinois,Chicago,Litigation: General Commercial,Wexler Boley & Elgersma LLP,41.8375,-87.6866
Illinois,Chicago,Litigation: General Commercial,Williams Barber & Morel LTD.,41.8375,-87.6866
Illinois,Chicago,Litigation: General Commercial,Williams Bax & Saltzman PC,41.8375,-87.6866
Illinois,Chicago,Litigation: General Commercial,Zigler Law Group,41.8375,-87.6866
Illinois,Chicago,Corporate/Commercial,"Ziliak Law, LLC",41.8375,-87.6866
Illinois,Chicago,Litigation: General Commercial,"Ziliak Law, LLC",41.8375,-87.6866
Illinois,Chicago,Immigration,Zulkie Partners LLC,41.8375,-87.6866
Ohio,Cleveland,Intellectual Property,"Amin, Turocy & Watson, LLP",41.4764,-81.6805
Ohio,Columbus,Litigation: General Commercial,Arnold & Clifford LLP,39.9862,-82.9855
Ohio,Cincinnati,Immigration,"Bartlett & Weigle Co., L.P.A.",39.1031,-84.512
Ohio,Columbus,Corporate/Commercial,Behal Duvall Law Group LLC,39.9862,-82.9855
Ohio,Cleveland,Corporate/Commercial,Buckley King,41.4764,-81.6805
Ohio,Cleveland,Litigation: General Commercial,Buckley King,41.4764,-81.6805
Ohio,Cleveland,Corporate/Commercial,Calkins Law Firm,41.4764,-81.6805
Ohio,Columbus,Corporate/Commercial,Carlile Patchen & Murphy LLP,39.9862,-82.9855
Ohio,Columbus,Trusts & Estates,Carlile Patchen & Murphy LLP,39.9862,-82.9855
Ohio,Cleveland,Trusts & Estates,Cavitch Familo & Durkin,41.4764,-81.6805
Ohio,Columbus,Labor & Employment,"Coffman Legal, LLC",39.9862,-82.9855
Ohio,Cleveland,Litigation: General Commercial,Cohen Rosenthal & Kramer LLP,41.4764,-81.6805
Ohio,Columbus,Insurance,Collins Roche Utley & Garner LLC,39.9862,-82.9855
Ohio,Columbus,Corporate/Commercial,Dreher Tomkies LLP,39.9862,-82.9855
Ohio,Cincinnati,Litigation: General Commercial,Durst Kerridge,39.1031,-84.512
Ohio,Akron,Intellectual Property,Emerson Thomson Bennett,41.0814,-81.519
Ohio,Cleveland,Insurance,Gallagher Sharp,41.4764,-81.6805
Ohio,Cleveland,Litigation: General Commercial,Gertsburg Licata,41.4764,-81.6805
